Provincia,Partido,Localidad,Poblacion,ADSL,CABLEMODEM,DIALUP,FIBRAOPTICA,SATELITAL,WIRELESS,TELEFONIAFIJA,3G,4G
SAN LUIS,Ayacucho,La Avenencia,0,0,0,0,0,0,0,0,0,0
SAN LUIS,Ayacucho,La Botija,0,0,0,0,0,0,0,0,0,0
SAN LUIS,Ayacucho,La Brea,0,0,0,0,0,0,0,0,0,0
SAN LUIS,Ayacucho,La Majada,0,0,0,0,0,0,1,0,0,0
SAN LUIS,Ayacucho,La Represita,0,0,0,0,0,0,0,0,0,0
SAN LUIS,Ayacucho,La Salvadora,0,0,0,0,0,0,0,0,0,0
SAN LUIS,Ayacucho,Las Chacras,0,0,0,0,0,0,0,0,0,0
SAN LUIS,Ayacucho,Las Chimbas,0,0,0,0,0,0,0,0,0,0
SAN LUIS,Ayacucho,Las Lagunitas,0,0,0,0,0,0,0,0,0,0
SAN LUIS,Ayacucho,Leandro N. Alem,379,0,0,0,0,0,1,0,0,0
SAN LUIS,Ayacucho,Lomas Blancas,0,0,0,0,0,0,1,0,0,0
SAN LUIS,Ayacucho,Los Quemados,0,0,0,0,0,0,0,0,0,0
SAN LUIS,Ayacucho,Luján,2016,0,0,0,0,0,1,1,0,0
SAN LUIS,Ayacucho,Pampa Grande,0,0,0,0,1,0,0,0,0,0
SAN LUIS,Ayacucho,Pozo Del Molle,0,0,0,0,0,0,0,0,0,0
SAN LUIS,Ayacucho,Quines,7459,0,0,0,0,1,1,0,0,1
SAN LUIS,Ayacucho,Río Juan Gómez,0,0,0,0,0,0,1,0,0,0
SAN LUIS,Ayacucho,Rodeo De Cadenas,0,0,0,0,0,0,0,0,0,0
SAN LUIS,Ayacucho,San Francisco del Monte de Oro,3732,0,1,0,0,0,1,0,0,1
SAN LUIS,Ayacucho,San Ignacio,0,0,0,0,0,0,0,0,0,0
SAN LUIS,Ayacucho,San Miguel,0,0,0,0,0,0,0,0,0,0
SAN LUIS,Ayacucho,San Roque,0,0,0,0,0,0,0,0,0,0
SAN LUIS,Ayacucho,Santa Ana,0,0,0,0,0,0,0,0,0,0
SAN LUIS,Ayacucho,Santa Rosa De Catantal,0,0,0,0,0,0,0,0,0,0
SAN LUIS,Ayacucho,Santa Teresa,0,0,0,0,0,0,0,0,0,0
SAN LUIS,Ayacucho,Santo Domingo,0,0,0,0,0,0,0,0,0,0
SAN LUIS,Ayacucho,Talita,0,0,0,0,0,0,0,0,0,0
SAN LUIS,Belgrano,Arbol Solo,0,0,0,0,0,0,0,0,0,0
SAN LUIS,Belgrano,Bella Estancia,0,0,0,0,0,0,0,0,0,0
SAN LUIS,Belgrano,Buen Orden,0,0,0,0,0,0,0,0,0,0
SAN LUIS,Belgrano,El Barrial,0,0,0,0,0,0,0,0,0,0
SANTA FE,Caseros,Bigand,4939,1,1,0,0,0,0,1,1,1
SANTA FE,Caseros,Casilda,34703,1,1,0,1,0,1,1,1,1
SANTA FE,Caseros,Chabás,6871,1,0,0,0,0,1,1,1,1
SANTA FE,Caseros,Chañar Ladeado,5415,1,1,0,1,0,0,1,1,1
SANTA FE,Caseros,Gödeken,1652,0,1,0,1,0,0,1,0,1
SANTA FE,Caseros,Los Molinos,1832,1,1,0,0,0,0,1,1,1
SANTA FE,Caseros,Los Nogales,152,0,1,0,0,0,0,1,0,0
SANTA FE,Caseros,Los Quirquinchos,2462,0,0,0,0,0,1,1,1,1
SANTA FE,Caseros,San José de la Esquina,6775,1,1,0,0,0,0,1,1,1
SANTA FE,Caseros,Sanford,1810,1,0,0,1,0,0,1,1,1
SANTA FE,Caseros,Villada,1213,1,1,0,0,0,0,1,0,1
SANTA FE,Castellanos,Pueblo Marini,51,0,0,0,0,0,1,0,0,0
SANTA FE,Castellanos,Aldao (Est. Casablanca),1576,1,0,0,1,0,1,1,0,1
SANTA FE,Castellanos,Angélica,1298,1,0,0,0,0,1,1,1,1
SANTA FE,Castellanos,Ataliva,1680,0,1,0,0,0,1,0,1,1
SANTA FE,Castellanos,Aurelia,113,0,0,0,0,0,1,1,0,0
SANTA FE,Castellanos,Barrios Acapulco y Veracruz,1790,0,0,0,0,0,0,0,0,1
SANTA FE,Castellanos,Bauer y Sigel,290,1,0,0,0,0,1,1,0,0
SANTA FE,Castellanos,Bella Italia,1070,1,1,0,1,0,1,1,1,1
SANTA FE,Castellanos,Castellanos,226,0,1,0,0,0,1,1,0,0
SANTA FE,Castellanos,Colonia Bicha,187,1,0,0,1,0,0,0,0,1
SANTA FE,Castellanos,Colonia Cello,118,0,0,0,0,0,1,1,0,1
SANTA FE,Castellanos,Colonia Margarita,269,0,1,0,0,0,0,1,0,0
SANTA FE,Castellanos,Colonia Raquel,123,1,0,0,1,0,1,1,0,0
SANTA FE,Castellanos,Coronel Fraga,330,0,0,0,0,0,1,1,0,0
SANTA FE,Castellanos,Egusquiza,279,0,0,0,0,0,0,0,0,1
SANTA FE,Castellanos,Esmeralda,594,0,1,0,0,0,0,1,0,1
SANTA FE,Castellanos,Estación Clucellas,782,0,1,0,0,0,1,1,0,1
SANTA FE,Castellanos,Estacion Presidente Roca,0,0,0,0,0,0,0,0,0,0
SANTA FE,Castellanos,Estación Saguier,105,0,1,0,0,0,1,0,0,0
SANTA FE,Castellanos,Eusebia y Carolina,746,1,0,0,1,0,0,0,0,1
SANTA FE,Castellanos,Eustolia,22,0,0,0,0,0,1,0,0,0
SANTA FE,Castellanos,Frontera,10520,0,0,0,0,0,1,0,1,1
SANTA FE,Castellanos,Garibaldi,142,0,0,0,0,0,0,1,0,0
SANTA FE,Castellanos,Humberto Primo,4751,1,1,0,0,0,1,1,1,1
SANTA FE,Castellanos,Josefina,676,1,1,0,0,0,1,1,1,1
SANTA FE,Castellanos,Lehmann,2416,1,1,0,1,0,1,1,1,1
SANTA FE,Castellanos,María Juana,4853,1,1,0,1,0,1,1,1,1
SANTA FE,Castellanos,Nueva Lehmann,90,0,0,0,0,0,0,0,0,0
SANTA FE,Castellanos,Plaza Clucellas,1530,1,1,0,0,0,0,1,1,1
SANTA FE,Castellanos,Plaza Saguier,262,0,1,0,0,0,1,0,0,1
SANTA FE,Castellanos,Presidente Roca,524,0,1,0,1,0,1,1,0,1
SANTA FE,Castellanos,Rafaela,91571,1,1,0,1,1,1,1,1,1
SANTA FE,Castellanos,Ramona,1694,1,0,0,0,0,1,1,1,1
SANTA FE,Castellanos,San Antonio,272,0,1,0,0,0,1,0,0,0
SANTA FE,Castellanos,San Vicente,5655,1,1,0,0,0,1,1,1,1
SANTA FE,Castellanos,Santa Clara de Saguier,2117,1,1,0,0,0,1,1,0,1
SANTA FE,Castellanos,Sunchales,20537,1,1,0,1,0,1,1,1,1
SANTA FE,Castellanos,Susana,1002,0,0,0,1,0,1,1,1,1
SANTA FE,Castellanos,Tacural,1169,1,0,0,1,0,0,1,1,1
SANTA FE,Castellanos,Vila,1405,1,0,0,0,0,0,1,1,1
SANTA FE,Castellanos,Villa Josefina,112,0,0,0,0,0,0,0,0,0
SANTA FE,Castellanos,Villa San José,220,0,1,0,0,0,1,1,0,0
BUENOS AIRES,Tigre,Don Torcuato Este,38359,1,1,1,1,0,0,1,1,1
BUENOS AIRES,Tigre,Don Torcuato Oeste,42873,0,0,0,0,0,0,0,1,1
BUENOS AIRES,Tigre,El Talar,54374,1,1,0,1,0,1,1,1,1
BUENOS AIRES,Tigre,General Pacheco,54208,1,1,0,1,1,1,1,1,1
BUENOS AIRES,Tigre,Los Troncos Del Talar,37016,1,1,0,1,1,0,1,1,1
BUENOS AIRES,Tigre,Nordelta,0,0,0,0,0,0,0,0,1,1
BUENOS AIRES,Tigre,Ricardo Rojas,24410,1,1,0,1,0,0,1,1,1
ENTRE RIOS,Paraná,Sauce Montrull,746,0,0,0,0,0,1,0,0,0
NEUQUEN,Zapala,Mariano Moreno,2660,1,0,1,0,1,1,1,0,0
NEUQUEN,Zapala,Ramon M. Castro,125,0,0,0,0,0,0,0,0,1
NEUQUEN,Zapala,Zapala,32097,1,0,1,1,1,1,1,1,1
RIO NEGRO,25 de Mayo,Aguada de Guerra,126,0,0,0,0,1,1,0,0,0
RIO NEGRO,25 de Mayo,Clemente Onelli,114,0,0,0,0,1,0,0,0,0
RIO NEGRO,25 de Mayo,Colan Conhue,76,0,0,0,0,1,0,0,0,0
RIO NEGRO,25 de Mayo,El Caín,176,0,0,0,1,0,0,0,0,0
RIO NEGRO,25 de Mayo,Ingeniero Jacobacci,6261,1,0,1,0,1,1,1,1,1
RIO NEGRO,25 de Mayo,Los Menucos,5187,0,0,0,0,1,1,0,0,1
RIO NEGRO,25 de Mayo,Maquinchao,2494,0,0,0,1,1,1,1,0,1
RIO NEGRO,25 de Mayo,Mina Santa Teresita,3,0,0,0,0,0,0,0,0,0
RIO NEGRO,25 de Mayo,Pilquiniyeu,46,0,0,0,0,1,0,0,0,0
RIO NEGRO,9 de Julio,Comicó,82,0,0,0,1,0,0,0,0,0
RIO NEGRO,9 de Julio,Cona Niyeu,217,0,0,0,0,1,0,0,0,0
RIO NEGRO,9 de Julio,Ministro Ramos Mexía,973,0,0,0,1,1,1,0,0,0
RIO NEGRO,9 de Julio,Prahuaniyeu,147,0,0,0,0,1,0,0,0,0
RIO NEGRO,9 de Julio,Sierra Colorada,1542,0,0,0,1,1,1,0,0,1
CABA,COMUNA 07,PARQUE CHACABUCO,56281,1,1,1,1,1,1,1,1,1
CORDOBA,Presidente Roque Sáenz Peña,Serrano,3162,0,1,0,0,1,1,1,1,1
CORDOBA,Presidente Roque Sáenz Peña,Villa Rossi,508,0,0,0,0,0,0,1,0,1
CORDOBA,Punilla,Barrio Santa Isabel,70,0,0,0,0,0,0,0,0,0
CORDOBA,Punilla,Bialet Massé,5425,1,0,0,1,0,1,1,1,1
CORDOBA,Punilla,Cabalango,336,0,0,0,0,0,1,0,0,0
CORDOBA,Punilla,Capilla del Monte,11181,1,1,0,0,0,1,1,1,1
CORDOBA,Punilla,Casa Grande,672,0,0,0,0,0,1,0,0,0
CORDOBA,Punilla,Charbonier,235,0,0,0,0,0,1,0,0,0
CORDOBA,Punilla,Cosquín,19458,1,1,0,1,0,1,1,1,1
CORDOBA,Punilla,Cuesta Blanca,510,0,0,0,0,0,1,0,0,0
CORDOBA,Punilla,Estancia Vieja,909,0,0,0,0,0,1,0,0,1
CORDOBA,Punilla,Huerta Grande,5925,0,1,0,1,0,1,0,1,1
CORDOBA,Punilla,La Cumbre,7544,1,0,0,0,0,1,1,1,1
CORDOBA,Punilla,La Falda,16335,1,1,0,0,0,1,1,1,1
CORDOBA,Punilla,Las Jarillas,103,0,0,0,0,0,1,0,0,0
CORDOBA,Punilla,Los Cocos,1242,1,0,0,0,0,1,1,1,1
CORDOBA,Punilla,Mallín,6,0,0,0,0,0,0,0,0,0
CORDOBA,Punilla,Mayu Sumaj,1259,0,1,0,0,0,1,0,0,0
CORDOBA,Punilla,Quebrada de Luna,126,0,0,0,0,0,0,0,0,0
CORDOBA,Punilla,San Antonio de Arredondo,3653,0,1,0,1,0,1,0,1,1
CORDOBA,Punilla,San Esteban,852,1,0,0,0,0,1,1,0,0
CORDOBA,Punilla,San Roque,1126,0,0,0,1,0,1,0,1,1
CORDOBA,Punilla,San Roque Del Lago,0,0,0,0,0,0,0,0,0,0
SAN LUIS,Belgrano,El Milagro,0,0,0,0,0,0,0,0,0,0
SAN LUIS,Belgrano,El Recodo,0,0,0,0,0,0,0,0,0,0
SAN LUIS,Belgrano,Estancia De Amieva,0,0,0,0,0,0,0,0,0,0
SAN LUIS,Belgrano,Hualtaran,0,0,0,0,0,0,0,0,0,0
CABA,COMUNA 13,COLEGIALES,52551,1,1,1,1,1,1,1,1,1
CORDOBA,Punilla,Santa María de Punilla,9526,1,0,0,1,0,1,1,1,1
CORDOBA,Punilla,Tala Huasi,131,0,0,0,0,0,1,0,1,1
CORDOBA,Punilla,Tanti,6554,0,0,0,0,0,1,0,1,1
CORDOBA,Punilla,Valle Hermoso,6187,1,1,0,1,0,1,1,1,1
CORDOBA,Punilla,Villa Carlos Paz,62423,1,1,0,1,1,1,1,1,1
CORDOBA,Punilla,Villa Flor Serrana,50,0,0,0,0,0,0,0,0,0
CORDOBA,Punilla,Villa Giardino,6702,1,0,0,1,0,1,1,1,1
CORDOBA,Punilla,Villa Lago Azul,108,0,0,0,0,0,0,0,1,1
CORDOBA,Punilla,Villa Parque Siquimán,1738,0,0,0,0,0,1,0,1,1
CORDOBA,Punilla,Villa Río Icho Cruz,1864,0,0,0,0,0,1,0,1,1
CORDOBA,Punilla,Villa San José,7,0,0,0,0,0,0,0,0,0
CORDOBA,Punilla,Villa Santa Cruz del Lago,2282,1,0,0,0,0,1,1,0,1
CORDOBA,Río Cuarto,Achiras,2287,0,0,0,1,0,0,0,1,1
CORDOBA,Río Cuarto,Adelia María,7586,1,1,0,1,0,1,1,1,1
CORDOBA,Río Cuarto,Alcira (Est. Gigena),5919,1,0,0,1,1,0,1,1,1
CORDOBA,Río Cuarto,Alpa Corral,812,0,0,0,0,0,0,0,1,1
CORDOBA,Río Cuarto,Berrotarán,6869,1,1,0,1,0,1,1,1,1
CORDOBA,Río Cuarto,Bulnes,1051,1,0,0,0,1,0,0,1,1
CORDOBA,Río Cuarto,Chaján,767,0,0,0,0,1,0,1,1,1
CORDOBA,Río Cuarto,Chucul,304,1,0,0,0,0,1,1,1,1
ENTRE RIOS,La Paz,Santa Elena,17791,1,0,0,0,0,1,1,1,1
ENTRE RIOS,La Paz,Sir Leonard,281,0,0,0,0,0,0,0,0,0
ENTRE RIOS,Nogoyá,Aranguren,1571,0,1,0,0,1,1,1,0,1
ENTRE RIOS,Nogoyá,Betbeder,145,0,0,0,0,0,1,0,0,0
ENTRE RIOS,Nogoyá,Don Cristóbal,29,0,0,0,0,0,1,1,0,0
ENTRE RIOS,Nogoyá,Febré,121,0,0,0,0,0,1,0,0,0
ENTRE RIOS,Nogoyá,Hernández,1510,1,0,0,0,1,1,1,1,1
ENTRE RIOS,Nogoyá,Lucas González,4364,1,0,0,0,0,1,1,1,1
ENTRE RIOS,Nogoyá,Nogoyá,22824,1,0,0,0,0,1,1,1,1
ENTRE RIOS,Nogoyá,XX de Setiembre,178,0,0,0,0,0,1,1,0,0
ENTRE RIOS,Paraná,Aldea María Luisa,773,0,0,0,0,0,1,1,0,1
ENTRE RIOS,Paraná,Aldea San Juan,66,0,0,0,0,0,0,0,0,0
ENTRE RIOS,Paraná,Aldea San Rafael,144,0,0,0,0,0,1,1,0,0
ENTRE RIOS,Paraná,Aldea Santa María,302,0,0,0,0,0,0,1,0,0
ENTRE RIOS,Paraná,Aldea Santa Rosa,71,0,0,0,0,0,0,0,0,0
ENTRE RIOS,Paraná,Cerrito,5310,1,1,0,0,1,1,1,1,1
RIO NEGRO,Bariloche,Villa Mascardi,59,0,0,0,1,0,0,0,1,1
RIO NEGRO,Conesa,Barrio Colonia Conesa,129,0,0,0,0,0,0,0,0,0
RIO NEGRO,Conesa,Barrio Planta Compresora de Gas,20,0,0,0,0,0,0,0,0,0
RIO NEGRO,Conesa,General Conesa,5484,1,1,0,1,1,1,1,1,1
RIO NEGRO,El Cuy,Aguada Guzmán,110,0,0,0,0,1,0,0,0,0
RIO NEGRO,El Cuy,Cerro Policía,252,0,0,0,0,0,0,0,1,1
RIO NEGRO,El Cuy,El Cuy,498,1,0,1,0,1,0,1,0,0
RIO NEGRO,El Cuy,Las Perlas,2182,0,0,0,0,1,1,0,0,1
RIO NEGRO,El Cuy,Mencué,311,0,0,0,0,1,0,1,0,0
RIO NEGRO,El Cuy,Naupa Huen,170,1,0,0,0,0,0,0,0,0
RIO NEGRO,El Cuy,Paso Córdova,48,0,0,0,0,0,0,0,0,0
RIO NEGRO,El Cuy,Valle Azul,726,0,0,0,0,1,1,1,0,0
RIO NEGRO,General Roca,Allen,22859,1,0,1,0,1,1,1,1,1
RIO NEGRO,General Roca,Bajo San Cayetano,462,0,0,0,0,0,1,0,1,1
RIO NEGRO,General Roca,Barda del Medio,1651,0,0,1,0,1,1,1,1,1
RIO NEGRO,General Roca,Barrio Blanco,61,0,0,0,0,0,0,0,0,0
RIO NEGRO,General Roca,Barrio Calle Ciega Nº10,52,0,0,0,0,0,0,0,0,0
RIO NEGRO,General Roca,Barrio Calle Ciega Nº6,23,0,0,0,0,0,0,0,0,0
RIO NEGRO,General Roca,Barrio Canale,66,0,0,0,0,0,0,0,0,0
RIO NEGRO,General Roca,Barrio Chacra Monte,1900,0,0,0,0,0,1,1,1,1
RIO NEGRO,General Roca,Barrio Costa Este,267,0,0,0,0,0,0,0,0,0
RIO NEGRO,General Roca,Barrio Costa Linda,310,0,0,0,0,0,0,0,0,0
SAN LUIS,Belgrano,La Calera,598,0,0,0,0,0,1,1,0,0
SAN LUIS,Belgrano,Las Lagunitas,0,0,0,0,0,0,0,0,0,0
SAN LUIS,Belgrano,Los Molles,0,0,0,0,0,0,1,0,0,0
SAN LUIS,Belgrano,Los Ramblones,0,0,0,0,0,0,0,0,0,0
SAN LUIS,Belgrano,Naranjo Esquino,0,0,0,0,0,0,0,0,0,0
SAN LUIS,Belgrano,Nogolí,739,0,0,0,0,0,1,1,0,0
SAN LUIS,Belgrano,Pozo Cavado,0,0,0,0,0,0,0,0,0,0
SAN LUIS,Belgrano,Pozo Del Tala,0,0,0,0,0,0,0,0,0,0
SAN LUIS,Belgrano,Represa Del Carmen,0,0,0,0,0,0,0,0,0,0
SAN LUIS,Belgrano,San Antonio,0,0,0,0,0,0,0,0,0,0
SAN LUIS,Belgrano,San Pedro,0,0,0,0,0,0,1,0,0,0
SAN LUIS,Belgrano,Santa Rosa Del Gigante,0,0,0,0,0,0,0,0,0,0
SAN LUIS,Belgrano,Suyuque Nuevo,0,0,0,0,0,0,0,0,0,0
SAN LUIS,Belgrano,Toro Negro,0,0,0,0,0,0,0,0,0,0
SAN LUIS,Belgrano,Villa de la Quebrada,523,0,0,0,0,0,1,1,0,0
SAN LUIS,Belgrano,Villa General Roca,162,0,0,0,0,0,1,0,0,0
SAN LUIS,Chacabuco,Balcarce,0,0,0,0,0,0,0,0,0,0
SAN LUIS,Chacabuco,Colonia Zubelzu,0,0,0,0,0,0,0,0,0,0
SAN LUIS,Chacabuco,Concarán,5119,0,1,0,0,1,1,0,1,1
SAN LUIS,Chacabuco,Cortaderas,822,0,0,0,1,0,1,1,1,1
SAN LUIS,Chacabuco,El Algarrobal,0,0,0,0,1,0,0,0,0,0
SAN LUIS,Chacabuco,El Churrasco,0,0,0,0,0,0,0,0,0,0
SAN LUIS,Chacabuco,El Recuerdo,0,0,0,0,0,0,0,0,0,0
SAN LUIS,Chacabuco,El Sauce,0,0,0,0,0,0,0,0,0,0
SAN LUIS,Chacabuco,El Sifon,0,0,0,0,0,0,0,0,0,0
SAN LUIS,Chacabuco,El Tala,0,0,0,0,0,0,0,0,0,0
SAN LUIS,Chacabuco,La Celestina,0,0,0,0,0,0,0,0,0,0
SAN LUIS,Chacabuco,Las Rosas,0,0,0,0,0,0,0,0,0,0
SANTA FE,Rosario,Álvarez,5417,1,1,0,1,0,0,1,1,1
SANTA FE,Rosario,Alvear,2402,1,0,0,1,0,1,0,0,1
SANTA FE,Rosario,Arbilla,427,0,0,0,0,0,0,0,0,0
SANTA FE,Rosario,Arminda,288,0,1,0,0,0,0,1,0,0
SANTA FE,Rosario,Arroyo Seco,20620,1,1,0,1,0,1,1,1,1
SANTA FE,Rosario,Carmen del Sauce,531,0,0,0,1,0,1,0,0,1
SANTA FE,Rosario,Coronel Bogado,2204,1,0,0,1,0,0,1,0,1
SANTA FE,Rosario,Coronel Rodolfo S. Domínguez,796,0,1,0,0,0,0,1,1,1
SANTA FE,Rosario,Cuatro Esquinas,174,0,0,0,1,0,0,0,0,0
SANTA FE,Rosario,El Caramelo,155,1,1,0,0,0,0,1,0,0
SANTA FE,Rosario,Fighiera,4034,1,0,0,0,0,0,1,1,1
SANTA FE,Rosario,Funes,23281,1,1,0,1,1,1,1,1,1
SANTA FE,Rosario,General Lagos,3419,1,0,0,0,0,1,1,1,1
SANTA FE,Rosario,Granadero Baigorria,36994,1,1,0,1,0,1,0,1,1
SANTA FE,Rosario,Ibarlucea,3698,0,1,0,1,0,1,1,1,1
SANTA FE,Rosario,Kilómetro 101,36,0,0,0,0,0,0,0,1,1
SANTA FE,Rosario,Los Muchachos - La Alborada,129,0,0,0,0,0,0,0,0,0
SANTA FE,Rosario,Monte Flores,166,0,0,0,0,0,0,0,1,1
SANTA FE,Rosario,Pérez,26448,1,0,0,1,1,1,1,1,1
SANTA FE,Rosario,Piñero (Est. Erasto),1146,0,1,0,1,0,1,0,0,1
SANTA FE,Rosario,Pueblo Esther,6789,1,0,0,0,1,1,1,1,1
SANTA FE,Rosario,Pueblo Muñoz (Est. Bernard),497,0,1,0,0,0,0,1,0,1
SANTA FE,Rosario,Pueblo Uranga,856,1,0,0,0,0,1,1,0,1
SANTA FE,Rosario,Puerto Arroyo Seco,413,0,0,0,0,0,0,0,0,1
SANTA FE,San Cristóbal,San Guillermo,6747,1,1,0,1,0,1,1,1,1
SANTA FE,San Cristóbal,Santurce,32,0,0,0,0,0,1,0,0,0
SANTA FE,San Cristóbal,Soledad,1083,0,0,0,0,0,1,1,0,1
SANTA FE,San Cristóbal,Suardi,6080,0,0,0,1,0,0,1,1,1
SANTA FE,San Cristóbal,Villa Saralegui,513,0,0,0,0,0,1,0,1,1
SANTA FE,San Cristóbal,Villa Trinidad,2606,0,0,0,0,0,0,1,1,1
SANTA FE,San Javier,Alejandra,2962,0,0,0,0,1,1,1,0,1
SANTA FE,San Javier,Cacique Ariacaiquín,142,0,0,0,0,0,1,1,0,1
SANTA FE,San Javier,Colonia Durán,183,0,0,0,0,1,0,0,0,0
SANTA FE,San Javier,La Brava,329,0,0,0,0,0,1,0,0,1
SANTA FE,San Javier,Romang,7755,0,1,0,1,0,1,1,1,1
SANTA FE,San Javier,San Javier,13604,0,1,0,1,0,1,1,1,1
SANTA FE,San Jerónimo,Arocena,1608,0,1,0,0,0,0,0,1,1
SANTA FE,San Jerónimo,Balneario Monje,391,0,0,0,0,0,0,0,0,0
LA RIOJA,Independencia,Amaná,148,1,0,0,0,0,1,0,0,0
LA RIOJA,Independencia,Patquía,1808,1,0,0,1,0,1,1,1,1
LA RIOJA,Rosario Vera Peñaloza,Chepes,11039,1,1,0,1,1,1,1,0,1
LA RIOJA,Rosario Vera Peñaloza,Desiderio Tello,733,0,0,0,0,0,1,1,0,1
LA RIOJA,San Blas de los Sauces,ALPASINCHE,0,0,0,0,1,0,1,0,0,1
LA RIOJA,San Blas de los Sauces,Amuschina,0,0,0,0,0,0,0,0,0,0
LA RIOJA,San Blas de los Sauces,Andolucas,0,0,0,0,0,0,0,0,0,0
LA RIOJA,San Blas de los Sauces,Chaupihuasi,0,0,0,0,0,0,0,0,0,0
LA RIOJA,San Blas de los Sauces,Cuipan,0,0,0,0,0,0,0,0,0,1
LA RIOJA,San Blas de los Sauces,Las Talas,0,0,0,0,0,0,0,0,0,0
LA RIOJA,San Blas de los Sauces,Los Robles,0,0,0,0,0,1,0,0,0,0
LA RIOJA,San Blas de los Sauces,Salicas,0,0,0,0,0,0,0,0,0,0
LA RIOJA,San Blas de los Sauces,Salicas - San Blas,3918,0,0,0,0,0,1,1,0,0
LA RIOJA,San Blas de los Sauces,San Blas,0,0,0,0,0,0,0,0,0,0
LA RIOJA,San Blas de los Sauces,Shaqui,0,0,0,0,0,0,0,0,0,0
LA RIOJA,San Blas de los Sauces,Suriyaco,0,0,0,0,0,0,0,0,0,0
LA RIOJA,San Blas de los Sauces,Tuyubil,0,0,0,0,0,0,0,0,0,0
LA RIOJA,Sanagasta,Villa Sanagasta,0,0,0,0,0,0,0,0,1,1
LA RIOJA,Sanagasta,Villa Sanagasta,2275,0,1,0,1,1,1,1,1,1
LA RIOJA,Vinchina,Jagüé,230,0,0,0,0,0,1,0,0,0
LA RIOJA,Vinchina,Villa San José de Vinchina,2401,0,0,0,1,0,1,1,0,1
MENDOZA,Capital,Mendoza,114893,1,1,1,1,1,1,1,1,1
MENDOZA,General Alvear,Bowen,4939,0,1,1,0,0,1,1,1,1
MENDOZA,General Alvear,Carmensa,941,0,0,0,0,0,1,1,0,1
MENDOZA,General Alvear,General Alvear,29909,1,1,1,1,0,1,1,1,1
MENDOZA,General Alvear,Los Compartos,439,0,0,0,0,0,0,0,1,1
MENDOZA,Godoy Cruz,Gobernador Benegas,0,0,0,0,1,0,0,0,1,1
MENDOZA,Godoy Cruz,Godoy Cruz,191299,1,1,1,1,1,1,1,1,1
MENDOZA,Godoy Cruz,LAS TORTUGAS,0,0,0,0,1,0,0,0,1,1
MENDOZA,Godoy Cruz,Presidente Sarmiento,0,0,0,0,0,0,0,0,0,0
SAN LUIS,Coronel Pringles,La Bajada,91,0,0,0,0,0,1,0,0,0
BUENOS AIRES,Coronel Suárez,Cura Malal,95,0,0,0,0,0,0,0,0,0
BUENOS AIRES,Coronel Suárez,D'Orbigny,20,0,0,0,0,0,0,0,0,0
BUENOS AIRES,Coronel Suárez,Huanguelén,5020,0,0,0,1,0,1,1,1,1
BUENOS AIRES,Coronel Suárez,Pasman,165,0,0,0,0,0,1,0,0,0
BUENOS AIRES,Coronel Suárez,San José,2234,0,1,0,1,0,1,0,0,1
BUENOS AIRES,Coronel Suárez,Santa María,1832,0,1,0,1,0,1,1,0,1
BUENOS AIRES,Coronel Suárez,Santa Trinidad,1474,0,1,0,1,0,1,1,1,1
BUENOS AIRES,Coronel Suárez,Villa La Arcadia,434,0,1,0,0,0,0,0,0,0
BUENOS AIRES,Daireaux,Andant,42,0,0,0,0,0,0,0,0,0
BUENOS AIRES,Daireaux,Arboledas,632,0,0,0,0,0,0,1,0,1
BUENOS AIRES,Daireaux,Daireaux,12122,1,0,0,0,1,1,1,1,1
BUENOS AIRES,Daireaux,La Larga,53,0,0,0,0,0,0,0,0,0
BUENOS AIRES,Daireaux,La Manuela,0,0,0,0,0,0,0,0,0,0
BUENOS AIRES,Daireaux,Salazar,1924,0,0,0,0,0,1,1,1,1
BUENOS AIRES,Dolores,Dolores,25940,1,1,1,1,0,1,1,1,1
BUENOS AIRES,Dolores,Sevigne,286,0,0,0,0,0,1,0,1,1
SAN LUIS,Coronel Pringles,La Florida,297,0,0,0,0,0,1,0,0,0
SAN LUIS,Coronel Pringles,La Petra,0,0,0,0,0,0,0,0,0,0
SAN LUIS,Coronel Pringles,La Toma,7374,1,0,0,0,0,1,0,1,1
SAN LUIS,Coronel Pringles,La Totora,0,0,0,0,0,0,0,0,1,1
SAN LUIS,Coronel Pringles,Las Barranquitas,0,0,0,0,0,0,0,0,1,0
SAN LUIS,Coronel Pringles,Las Pircas,0,0,0,0,0,0,0,0,0,0
SAN LUIS,Coronel Pringles,Loma Alta,0,0,0,0,0,0,0,0,0,0
SAN LUIS,Coronel Pringles,Marmol Verde,0,0,0,0,0,0,0,0,0,0
SAN LUIS,Coronel Pringles,Pampa Del Tamboreo,0,0,0,0,0,0,0,0,0,0
SAN LUIS,Coronel Pringles,Paso Del Rey,0,0,0,0,0,0,0,0,0,0
SAN LUIS,Coronel Pringles,Río Grande,155,0,0,0,0,0,1,0,0,0
SAN LUIS,Coronel Pringles,Riocito,83,0,0,0,0,0,0,0,0,0
SAN LUIS,Coronel Pringles,Saladillo,275,0,0,0,0,0,1,0,1,1
SAN LUIS,Coronel Pringles,Valle De Pancanta,0,0,0,0,0,0,0,0,0,0
SAN LUIS,General Pedernera,5Ta Brigada,0,0,0,0,0,0,0,0,0,0
SAN LUIS,General Pedernera,Caldenadas,0,0,0,0,0,0,0,0,0,0
SAN LUIS,General Pedernera,Colonia Don Antonio,0,0,0,0,0,0,0,0,0,0
